StateCode,Age,Year,Weight,Age18,LowIncome,InCollege,After,Georgia,AfterGeorgia,Black
56,18,92,1018,1,,0,0,0,0,0
56,19,92,1240,0,1,1,0,0,0,1
56,19,92,1027,0,1,0,0,0,0,0
56,18,92,1331,1,0,0,0,0,0,0
56,19,92,1359,0,0,1,0,0,0,0
56,18,92,1294,1,1,0,0,0,0,0
56,19,92,1086,0,0,0,0,0,0,0
56,19,92,1059,0,,0,0,0,0,0
56,19,92,1388,0,1,1,0,0,0,0
56,18,92,1141,1,0,1,0,0,0,1
56,18,92,1199,1,1,0,0,0,0,1
56,18,92,1267,1,0,1,0,0,0,0
56,19,92,1152,0,,0,0,0,0,0
56,18,92,1348,1,1,0,0,0,0,0
56,18,92,1440,1,,0,0,0,0,1
56,19,92,944,0,1,1,0,0,0,1
56,18,92,1396,1,0,1,0,0,0,0
56,19,92,1203,0,1,0,0,0,0,0
56,18,92,1097,1,1,1,0,0,0,0
56,18,92,1215,1,1,1,0,0,0,1
56,19,92,876,0,1,1,0,0,0,0
56,18,92,904,1,,1,0,0,0,0
56,18,92,901,1,1,0,0,0,0,0
56,19,92,1169,0,,0,0,0,0,0
56,19,92,867,0,,0,0,0,0,0
56,18,92,1626,1,,0,0,0,0,0
56,18,92,874,1,1,0,0,0,0,0
56,18,92,985,1,1,0,0,0,0,1
56,18,92,1158,1,1,1,0,0,0,0
56,18,92,720,1,1,1,0,0,0,0
56,19,92,1591,0,1,0,0,0,0,0
56,18,92,1034,1,0,0,0,0,0,0
56,18,92,1093,1,0,1,0,0,0,0
56,19,92,880,0,1,0,0,0,0,0
56,18,92,926,1,1,1,0,0,0,1
56,18,92,1133,1,,0,0,0,0,0
56,18,92,1145,1,1,1,0,0,0,0
56,19,92,1076,0,0,1,0,0,0,0
56,19,92,1222,0,,1,0,0,0,0
56,18,92,936,1,0,1,0,0,0,1
56,19,92,867,0,1,0,0,0,0,1
56,19,92,1150,0,,0,0,0,0,0
56,19,93,1226,0,0,1,1,0,0,0
56,19,93,1405,0,0,1,1,0,0,0
56,19,93,1098,0,1,1,1,0,0,0
56,19,93,1273,0,0,1,1,0,0,0
56,19,93,1173,0,,0,1,0,0,1
56,19,93,1456,0,,0,1,0,0,0
56,19,93,1239,0,0,1,1,0,0,0
56,18,93,1662,1,1,1,1,0,0,0
56,19,93,1660,0,0,1,1,0,0,1
56,19,93,737,0,,0,1,0,0,1
56,19,93,968,0,0,0,1,0,0,0
56,18,93,1645,1,0,1,1,0,0,0
56,19,93,804,0,1,0,1,0,0,0
56,18,93,1272,1,,0,1,0,0,1
56,19,93,1389,0,0,1,1,0,0,0
56,19,93,1260,0,,0,1,0,0,0
56,18,93,1234,1,0,0,1,0,0,0
56,18,93,1174,1,0,1,1,0,0,0
56,18,93,1085,1,0,0,1,0,0,0
56,18,93,978,1,1,1,1,0,0,0
56,18,93,1213,1,1,0,1,0,0,0
56,18,93,1314,1,1,1,1,0,0,1
56,18,93,1727,1,0,0,1,0,0,0
56,18,93,1356,1,1,0,1,0,0,1
56,18,93,1217,1,1,0,1,0,0,0
56,19,93,1076,0,1,0,1,0,0,0
56,19,93,958,0,1,1,1,0,0,0
56,18,93,1654,1,1,1,1,0,0,0
56,18,93,1113,1,1,0,1,0,0,0
56,18,93,1004,1,0,1,1,0,0,0
56,19,93,1271,0,1,0,1,0,0,0
56,18,93,1397,1,1,1,1,0,0,1
56,19,93,1167,0,1,1,1,0,0,1
56,19,93,794,0,1,0,1,0,0,0
56,19,93,1191,0,,0,1,0,0,1
56,19,93,1331,0,0,1,1,0,0,0
56,18,93,979,1,0,1,1,0,0,0
56,19,93,1332,0,,0,1,0,0,0
56,18,93,1122,1,1,1,1,0,0,0
56,19,93,1146,0,,0,1,0,0,0
56,18,93,942,1,1,0,1,0,0,0
56,18,93,1113,1,0,0,1,0,0,0
56,19,93,1270,0,,0,1,0,0,1
56,18,93,1295,1,1,0,1,0,0,1
56,18,93,1627,1,1,0,1,0,0,1
56,18,93,723,1,1,0,1,0,0,0
56,18,93,1087,1,1,0,1,0,0,0
56,19,93,1185,0,1,0,1,0,0,0
56,18,93,1374,1,1,0,1,0,0,1
56,18,93,1008,1,1,0,1,0,0,0
56,18,93,1710,1,0,1,1,0,0,0
56,18,93,1229,1,1,0,1,0,0,1
56,18,93,1058,1,,0,1,0,0,0
56,19,93,1166,0,,0,1,0,0,1
56,19,93,742,0,,0,1,0,0,1
56,18,93,1048,1,,0,1,0,0,0
56,18,93,1103,1,0,1,1,0,0,0
56,19,93,1460,0,,0,1,0,0,0
56,19,93,968,0,,0,1,0,0,0
56,19,93,1906,0,,0,1,0,0,1
56,18,93,1052,1,,1,1,0,0,1
56,19,93,1645,0,1,0,1,0,0,1
56,18,93,1714,1,1,1,1,0,0,0
56,18,93,1112,1,1,0,1,0,0,0
56,19,93,1290,0,1,0,1,0,0,0
56,19,93,1012,0,1,0,1,0,0,1
56,18,93,1718,1,1,1,1,0,0,0
56,18,93,793,1,1,0,1,0,0,0
56,18,93,1020,1,1,0,1,0,0,0
56,18,93,1055,1,0,0,1,0,0,0
56,18,93,1191,1,1,0,1,0,0,1
56,18,93,959,1,,1,1,0,0,0
56,18,93,1077,1,1,0,1,0,0,1
56,18,93,1459,1,1,0,1,0,0,0
56,19,93,1440,0,1,0,1,0,0,0
56,19,93,1159,0,0,0,1,0,0,0
56,18,93,975,1,1,1,1,0,0,0
56,19,93,1157,0,1,1,1,0,0,0
56,19,93,968,0,0,1,1,0,0,0
56,19,93,1456,0,,0,1,0,0,0
56,18,93,1100,1,1,0,1,0,0,0
56,19,93,1338,0,,1,1,0,0,0
56,18,93,964,1,0,1,1,0,0,0
56,18,93,1677,1,1,0,1,0,0,0
56,19,93,1061,0,0,1,1,0,0,0
56,18,93,1727,1,0,0,1,0,0,0
56,19,93,1097,0,,0,1,0,0,0
56,18,93,1253,1,1,0,1,0,0,1
56,18,93,1001,1,0,1,1,0,0,0
56,19,93,1336,0,1,0,1,0,0,0
56,18,93,794,1,1,0,1,0,0,0
56,19,93,1085,0,,1,1,0,0,0
56,18,93,1024,1,,0,1,0,0,0
56,19,93,1405,0,0,1,1,0,0,0
56,18,93,1135,1,1,0,1,0,0,0
56,19,93,1212,0,0,1,1,0,0,0
56,18,93,1041,1,,0,1,0,0,0
56,18,93,1020,1,0,1,1,0,0,0
56,18,93,1254,1,0,0,1,0,0,0
56,18,93,737,1,,0,1,0,0,1
56,18,93,1019,1,1,1,1,0,0,0
56,18,93,1901,1,1,1,1,0,0,1
56,18,93,951,1,1,1,1,0,0,0
56,18,93,1171,1,0,1,1,0,0,0
56,19,93,1326,0,1,0,1,0,0,0
56,18,93,1158,1,1,0,1,0,0,1
56,19,93,1163,0,,0,1,0,0,1
56,18,93,1140,1,0,1,1,0,0,0
56,18,93,963,1,1,1,1,0,0,0
56,19,93,1059,0,0,1,1,0,0,1
56,19,93,1232,0,1,1,1,0,0,0
56,19,93,902,0,1,1,1,0,0,0
56,18,93,1144,1,1,0,1,0,0,0
56,18,93,999,1,1,0,1,0,0,0
56,18,93,990,1,1,0,1,0,0,0
56,18,93,1409,1,1,1,1,0,0,0
56,19,93,1399,0,0,1,1,0,0,0
56,18,93,969,1,0,0,1,0,0,0
56,19,93,1441,0,,0,1,0,0,0
56,19,93,1375,0,,1,1,0,0,0
56,19,93,729,0,1,1,1,0,0,1
56,19,93,1460,0,,0,1,0,0,0
56,18,93,1409,1,1,0,1,0,0,1
56,19,93,1150,0,,0,1,0,0,1
56,19,93,963,0,0,1,1,0,0,0
56,18,93,850,1,,0,1,0,0,0
56,18,93,1029,1,1,1,1,0,0,0
56,18,93,1058,1,0,1,1,0,0,0
56,18,93,1667,1,1,1,1,0,0,0
56,18,94,981,1,,1,1,0,0,0
56,19,94,1138,0,,1,1,0,0,0
56,19,94,1336,0,1,0,1,0,0,0
56,19,94,1989,0,,1,1,0,0,1
56,18,94,1385,1,0,1,1,0,0,0
56,18,94,952,1,,1,1,0,0,0
56,18,94,1383,1,0,1,1,0,0,1
56,19,94,1361,0,1,1,1,0,0,0
56,18,94,1143,1,1,0,1,0,0,0
56,19,94,1355,0,1,0,1,0,0,0
56,18,94,1194,1,,0,1,0,0,0
56,18,94,1082,1,1,0,1,0,0,0
56,19,94,1280,0,1,1,1,0,0,0
56,19,94,1280,0,1,0,1,0,0,0
56,19,94,1355,0,0,1,1,0,0,0
56,18,94,1643,1,1,1,1,0,0,1
56,19,94,831,0,1,0,1,0,0,0
56,19,94,1025,0,,0,1,0,0,0
56,19,94,1707,0,1,0,1,0,0,1
56,19,94,1676,0,1,0,1,0,0,1
56,18,94,1306,1,1,0,1,0,0,1
56,18,94,1195,1,1,1,1,0,0,0
56,18,94,1188,1,,0,1,0,0,0
56,19,94,1358,0,0,1,1,0,0,0
56,19,94,1385,0,1,0,1,0,0,0
56,18,94,1281,1,1,1,1,0,0,0
56,19,94,1446,0,,1,1,0,0,0
56,18,94,1077,1,1,0,1,0,0,0
56,18,94,1022,1,0,0,1,0,0,0
56,19,94,1346,0,,1,1,0,0,0
56,19,94,1286,0,1,0,1,0,0,0
56,19,94,1204,0,1,0,1,0,0,0
56,18,94,1240,1,1,1,1,0,0,0
56,18,94,1462,1,0,0,1,0,0,0
56,19,94,1298,0,,0,1,0,0,1
56,18,94,1180,1,1,1,1,0,0,0
56,19,94,1341,0,1,0,1,0,0,0
56,18,94,1433,1,0,1,1,0,0,0
56,18,94,1416,1,0,1,1,0,0,0
56,19,94,1493,0,,0,1,0,0,0
56,19,94,1436,0,1,0,1,0,0,1
56,18,94,1180,1,,1,1,0,0,0
56,18,94,1067,1,1,0,1,0,0,0
56,18,94,1630,1,,1,1,0,0,0
56,18,94,1291,1,,0,1,0,0,0
56,18,94,878,1,1,1,1,0,0,0
56,18,94,1330,1,0,1,1,0,0,0
56,18,94,1055,1,0,1,1,0,0,0
56,18,94,1850,1,1,0,1,0,0,1
56,19,94,1731,0,1,0,1,0,0,1
56,18,94,1087,1,1,0,1,0,0,0
56,18,94,943,1,1,0,1,0,0,0
56,18,94,1541,1,1,1,1,0,0,0
56,18,94,1055,1,1,0,1,0,0,0
56,19,94,1207,0,0,1,1,0,0,0
56,18,94,582,1,1,1,1,0,0,0
56,18,94,1475,1,1,0,1,0,0,1
56,19,94,1255,0,1,0,1,0,0,0
56,19,94,1793,0,,0,1,0,0,1
56,19,94,1169,0,0,1,1,0,0,0
56,19,94,1366,0,0,1,1,0,0,0
56,18,94,1360,1,0,0,1,0,0,0
56,18,94,922,1,0,1,1,0,0,0
56,18,94,836,1,1,0,1,0,0,0
56,18,94,1622,1,1,1,1,0,0,0
56,18,94,981,1,,0,1,0,0,0
56,18,94,1048,1,0,0,1,0,0,0
56,19,94,1189,0,0,1,1,0,0,0
56,19,94,1278,0,0,1,1,0,0,0
56,19,94,1355,0,0,1,1,0,0,0
56,19,94,1189,0,,0,1,0,0,0
56,18,94,1306,1,1,0,1,0,0,1
56,19,94,1593,0,1,0,1,0,0,0
56,19,94,1381,0,1,1,1,0,0,0
56,19,94,1424,0,,0,1,0,0,0
56,19,94,1360,0,0,0,1,0,0,0
56,18,94,1570,1,1,0,1,0,0,1
56,18,94,922,1,0,0,1,0,0,0
56,18,94,1490,1,1,0,1,0,0,0
56,18,94,1065,1,0,0,1,0,0,0
56,18,94,1311,1,1,1,1,0,0,0
56,19,94,1593,0,1,0,1,0,0,0
56,19,94,849,0,1,0,1,0,0,0
56,18,94,1432,1,1,1,1,0,0,0
56,19,94,1374,0,,1,1,0,0,0
56,18,94,1389,1,1,1,1,0,0,1
56,18,94,1032,1,1,0,1,0,0,0
56,19,94,3796,0,1,0,1,0,0,0
56,19,94,1446,0,0,1,1,0,0,0
56,18,94,1021,1,,0,1,0,0,0
56,18,94,1036,1,1,0,1,0,0,0
56,18,94,1179,1,1,0,1,0,0,1
56,18,94,1467,1,1,1,1,0,0,0
56,18,94,1021,1,,0,1,0,0,0
56,19,94,1301,0,1,1,1,0,0,0
56,18,94,1802,1,1,0,1,0,0,0
56,19,94,1189,0,,0,1,0,0,0
56,19,94,1355,0,,0,1,0,0,0
56,18,94,691,1,,0,1,0,0,0
56,19,94,1398,0,,1,1,0,0,0
56,19,94,1284,0,0,1,1,0,0,0
56,19,94,1462,0,0,1,1,0,0,0
56,19,94,1707,0,,0,1,0,0,1
56,18,94,3695,1,1,1,1,0,0,0
56,18,94,1048,1,0,0,1,0,0,0
56,18,94,1544,1,,0,1,0,0,1
56,19,94,1158,0,,1,1,0,0,1
56,19,94,1294,0,1,0,1,0,0,1
56,18,94,1643,1,1,1,1,0,0,1
56,19,94,1241,0,0,1,1,0,0,0
56,18,94,1693,1,,1,1,0,0,1
56,19,94,1336,0,1,0,1,0,0,0
56,19,94,1063,0,1,0,1,0,0,0
56,19,94,1264,0,,1,1,0,0,0
56,18,94,1593,1,1,0,1,0,0,0
56,19,94,1346,0,1,0,1,0,0,0
56,19,94,1640,0,1,0,1,0,0,0
56,19,94,1665,0,0,0,1,0,0,1
56,19,94,991,0,1,0,1,0,0,0
56,19,94,1147,0,,0,1,0,0,0
56,18,94,1294,1,1,0,1,0,0,0
56,19,94,1370,0,0,0,1,0,0,0
56,18,94,1069,1,0,0,1,0,0,0
56,18,94,1290,1,0,1,1,0,0,0
56,18,94,1180,1,,0,1,0,0,0
56,18,94,1180,1,,0,1,0,0,0
56,19,94,1280,0,1,1,1,0,0,0
56,19,94,1439,0,0,0,1,0,0,0
56,19,94,1159,0,1,1,1,0,0,1
56,19,94,1452,0,1,1,1,0,0,0
56,19,94,1371,0,1,0,1,0,0,1
56,18,94,1065,1,0,1,1,0,0,0
56,18,94,1494,1,1,1,1,0,0,0
56,18,94,1416,1,0,1,1,0,0,0
56,18,94,1423,1,,0,1,0,0,1
56,18,94,1048,1,,0,1,0,0,0
56,18,94,1050,1,0,1,1,0,0,0
56,18,94,1319,1,1,1,1,0,0,0
56,19,94,1158,0,,1,1,0,0,1
56,19,94,1409,0,,0,1,0,0,0
56,18,94,1133,1,,0,1,0,0,0
56,19,95,1426,0,,1,1,0,0,0
56,19,95,1828,0,,0,1,0,0,0
56,19,95,1161,0,1,0,1,0,0,1
56,18,95,2265,1,1,0,1,0,0,1
56,18,95,2265,1,1,0,1,0,0,1
56,19,95,1495,0,,0,1,0,0,0
56,18,95,1080,1,1,0,1,0,0,0
56,18,95,1320,1,1,0,1,0,0,1
56,18,95,1297,1,1,1,1,0,0,1
56,19,95,1541,0,1,1,1,0,0,0
56,18,95,1618,1,,1,1,0,0,0
56,18,95,1297,1,0,1,1,0,0,1
56,18,95,1644,1,0,0,1,0,0,0
56,19,95,1498,0,,0,1,0,0,0
56,18,95,1746,1,,0,1,0,0,1
56,19,95,1511,0,1,0,1,0,0,0
56,19,95,1099,0,1,0,1,0,0,1
56,18,95,769,1,1,1,1,0,0,0
56,19,95,1546,0,,1,1,0,0,0
56,18,95,1089,1,,0,1,0,0,1
56,18,95,1737,1,1,0,1,0,0,1
56,18,95,1085,1,1,0,1,0,0,0
56,19,95,1349,0,,0,1,0,0,0
56,18,95,1743,1,1,0,1,0,0,1
56,18,95,1342,1,,0,1,0,0,0
56,19,95,1554,0,0,1,1,0,0,0
56,18,95,1068,1,1,0,1,0,0,1
56,18,95,1328,1,0,1,1,0,0,0
56,18,95,1390,1,1,0,1,0,0,0
56,18,95,1615,1,0,0,1,0,0,0
56,19,95,1314,0,,0,1,0,0,1
56,18,95,1413,1,0,1,1,0,0,0
56,18,95,758,1,1,0,1,0,0,0
56,18,95,1285,1,1,0,1,0,0,0
56,18,95,1509,1,0,1,1,0,0,1
56,18,95,1328,1,0,1,1,0,0,0
56,19,95,1298,0,,0,1,0,0,0
56,19,95,1387,0,,0,1,0,0,0
56,19,95,1370,0,1,1,1,0,0,0
56,19,95,1413,0,,0,1,0,0,0
56,19,95,1300,0,0,1,1,0,0,0
56,19,95,1135,0,0,1,1,0,0,0
56,19,95,1389,0,,0,1,0,0,0
56,19,95,1186,0,1,0,1,0,0,1
56,19,95,1999,0,1,0,1,0,0,1
56,18,95,1503,1,,0,1,0,0,0
56,18,95,1160,1,0,1,1,0,0,0
56,19,95,1086,0,1,0,1,0,0,1
56,18,95,1380,1,0,0,1,0,0,0
56,19,95,1324,0,,0,1,0,0,0
56,19,95,1327,0,,1,1,0,0,0
56,19,95,1165,0,,0,1,0,0,0
56,18,95,1999,1,1,0,1,0,0,1
56,18,95,1079,1,1,0,1,0,0,1
56,18,95,1641,1,0,1,1,0,0,0
56,18,95,1955,1,,0,1,0,0,1
56,18,95,1743,1,1,1,1,0,0,1
56,19,95,439,0,1,1,1,0,0,0
56,18,95,1255,1,1,0,1,0,0,1
56,18,95,1503,1,1,0,1,0,0,0
56,18,95,1355,1,0,1,1,0,0,0
56,18,95,1301,1,0,1,1,0,0,0
56,19,95,1779,0,0,1,1,0,0,0
56,18,95,1592,1,1,1,1,0,0,0
56,19,95,1511,0,,0,1,0,0,0
56,19,95,1400,0,,0,1,0,0,1
56,18,95,1362,1,,1,1,0,0,0
56,19,95,1757,0,0,1,1,0,0,1
56,19,95,1176,0,0,1,1,0,0,0
56,19,95,1387,0,,0,1,0,0,0
56,18,95,1352,1,1,0,1,0,0,0
56,18,95,1545,1,,1,1,0,0,0
56,18,95,1424,1,1,0,1,0,0,0
56,19,95,1522,0,,1,1,0,0,0
56,18,95,1757,1,0,0,1,0,0,1
56,19,95,1537,0,,0,1,0,0,0
56,19,95,1475,0,,1,1,0,0,0
56,19,95,1688,0,,0,1,0,0,0
56,19,95,1446,0,,0,1,0,0,0
56,19,95,1937,0,0,1,1,0,0,1
56,19,95,1144,0,1,1,1,0,0,0
56,19,95,1475,0,,1,1,0,0,0
56,18,95,1152,1,1,0,1,0,0,0
56,18,95,1295,1,1,0,1,0,0,0
56,19,95,1546,0,1,1,1,0,0,0
56,18,95,1263,1,1,0,1,0,0,1
56,19,95,1785,0,0,0,1,0,0,0
56,18,95,1506,1,,1,1,0,0,0
56,18,95,1342,1,0,1,1,0,0,0
56,18,95,1419,1,,0,1,0,0,0
56,18,95,1615,1,0,0,1,0,0,0
56,19,95,1791,0,0,1,1,0,0,0
56,18,95,1931,1,1,0,1,0,0,1
56,18,95,1108,1,,1,1,0,0,0
56,19,95,1554,0,1,0,1,0,0,0
56,18,95,2392,1,1,0,1,0,0,1
56,19,95,1509,0,1,1,1,0,0,0
56,18,95,1380,1,,0,1,0,0,0
56,18,95,1911,1,,0,1,0,0,1
56,19,95,758,0,1,0,1,0,0,0
56,19,95,1366,0,0,1,1,0,0,0
56,19,95,1825,0,1,0,1,0,0,0
56,18,95,1154,1,0,1,1,0,0,1
56,18,95,1554,1,1,0,1,0,0,0
56,18,95,1416,1,0,1,1,0,0,0
56,19,95,1324,0,0,1,1,0,0,0
56,19,95,1506,0,1,1,1,0,0,1
56,19,95,1511,0,,1,1,0,0,0
56,19,95,1958,0,0,0,1,0,0,0
56,18,95,1331,1,,1,1,0,0,0
56,19,95,1089,0,,1,1,0,0,1
56,19,95,1543,0,0,1,1,0,0,0
56,19,95,1791,0,1,0,1,0,0,0
56,19,95,0,0,,0,1,0,0,0
56,19,95,1958,0,,0,1,0,0,0
56,18,95,1292,1,1,0,1,0,0,0
56,19,95,1734,0,,1,1,0,0,0
56,19,95,1378,0,1,1,1,0,0,0
56,18,95,1089,1,1,0,1,0,0,1
56,18,95,1188,1,0,1,1,0,0,1
56,18,95,1554,1,1,0,1,0,0,0
56,18,95,1358,1,0,0,1,0,0,0
56,18,95,1705,1,1,1,1,0,0,0
56,18,95,1771,1,1,0,1,0,0,1
56,18,95,989,1,1,0,1,0,0,0
56,19,96,2769,0,1,0,1,0,0,0
56,18,96,1993,1,0,0,1,0,0,0
56,18,96,2888,1,1,0,1,0,0,1
56,18,96,2057,1,1,0,1,0,0,0
56,19,96,2954,0,,0,1,0,0,1
56,19,96,2164,0,0,1,1,0,0,0
56,18,96,2749,1,,0,1,0,0,0
56,19,96,2629,0,1,0,1,0,0,0
56,19,96,3010,0,1,0,1,0,0,0
56,18,96,2211,1,1,1,1,0,0,0
56,19,96,2413,0,,1,1,0,0,0
56,18,96,2090,1,1,0,1,0,0,0
56,18,96,2610,1,1,0,1,0,0,0
56,19,96,2987,0,1,0,1,0,0,0
56,18,96,2045,1,1,0,1,0,0,0
56,19,96,2946,0,0,1,1,0,0,0
56,18,96,2090,1,,1,1,0,0,0
56,19,96,2270,0,1,1,1,0,0,0
56,19,96,0,0,0,0,1,0,0,1
56,19,96,2769,0,0,0,1,0,0,0
56,18,96,1997,1,0,1,1,0,0,0
56,19,96,0,0,,0,1,0,0,0
56,18,96,1997,1,0,0,1,0,0,0
56,18,96,5115,1,1,0,1,0,0,1
56,18,96,2045,1,0,1,1,0,0,0
56,18,96,2954,1,,0,1,0,0,1
56,18,96,2457,1,0,1,1,0,0,0
56,18,96,3334,1,,0,1,0,0,0
56,18,96,2627,1,1,1,1,0,0,0
56,18,96,3044,1,0,0,1,0,0,0
56,18,96,2080,1,,0,1,0,0,0
56,19,96,3119,0,0,1,1,0,0,1
56,18,96,3044,1,1,0,1,0,0,0
56,18,96,2542,1,,0,1,0,0,1
56,19,96,3453,0,1,0,1,0,0,0
56,18,96,2127,1,1,0,1,0,0,0
56,18,96,3559,1,0,1,1,0,0,0
56,18,96,2954,1,1,0,1,0,0,1
56,19,96,3839,0,1,0,1,0,0,0
56,19,96,2954,0,1,0,1,0,0,1
56,19,96,2378,0,1,1,1,0,0,0
56,18,96,2368,1,1,0,1,0,0,1
56,19,96,2857,0,1,1,1,0,0,0
56,19,96,2611,0,1,0,1,0,0,0
56,18,96,3364,1,0,0,1,0,0,0
56,18,96,1854,1,,0,1,0,0,0
56,19,96,2010,0,1,1,1,0,0,0
56,18,96,2127,1,0,1,1,0,0,0
56,18,96,2872,1,0,1,1,0,0,0
56,19,96,2654,0,0,0,1,0,0,0
56,18,96,2289,1,1,1,1,0,0,0
56,19,96,1799,0,,0,1,0,0,0
56,19,96,3234,0,1,1,1,0,0,0
56,18,96,2783,1,1,0,1,0,0,1
56,18,96,4033,1,1,0,1,0,0,1
56,18,96,2690,1,1,0,1,0,0,0
56,18,96,2153,1,,0,1,0,0,0
56,19,96,3095,0,,0,1,0,0,0
56,19,96,3224,0,0,1,1,0,0,0
56,18,96,2148,1,1,1,1,0,0,0
56,19,96,2842,0,1,1,1,0,0,0
56,18,96,2053,1,1,0,1,0,0,0
56,19,96,2706,0,0,1,1,0,0,0
56,18,96,2521,1,,0,1,0,0,0
56,19,96,3902,0,1,1,1,0,0,0
56,18,96,2658,1,0,1,1,0,0,0
56,18,96,2975,1,1,0,1,0,0,1
56,19,97,2029,0,,0,1,0,0,0
56,19,97,2771,0,,1,1,0,0,0
56,19,97,2486,0,1,1,1,0,0,1
56,18,97,2603,1,0,0,1,0,0,0
56,19,97,3596,0,1,0,1,0,0,1
56,19,97,4064,0,,1,1,0,0,1
56,19,97,2915,0,0,1,1,0,0,0
56,19,97,2522,0,,0,1,0,0,0
56,19,97,3008,0,,1,1,0,0,0
56,18,97,2403,1,,0,1,0,0,0
56,19,97,3101,0,1,1,1,0,0,1
56,18,97,2587,1,0,1,1,0,0,0
56,19,97,2606,0,0,1,1,0,0,0
56,18,97,2148,1,0,1,1,0,0,0
56,18,97,2429,1,1,1,1,0,0,0
56,19,97,2321,0,,0,1,0,0,0
56,19,97,2600,0,0,1,1,0,0,1
56,18,97,2275,1,1,0,1,0,0,0
56,19,97,1588,0,1,0,1,0,0,1
56,19,97,2021,0,,1,1,0,0,0
56,18,97,2784,1,1,1,1,0,0,0
56,18,97,2374,1,,1,1,0,0,0
56,19,97,3502,0,1,0,1,0,0,1
56,18,97,2890,1,,0,1,0,0,0
56,19,97,2374,0,,0,1,0,0,0
56,18,97,2593,1,1,0,1,0,0,1
56,18,97,2346,1,,0,1,0,0,0
56,19,97,2321,0,,1,1,0,0,0
56,18,97,2309,1,1,0,1,0,0,0
56,18,97,3045,1,1,0,1,0,0,0
56,18,97,2603,1,0,1,1,0,0,0
56,18,97,2276,1,0,1,1,0,0,0
56,18,97,2429,1,,0,1,0,0,0
56,18,97,2401,1,0,1,1,0,0,0
56,18,97,2327,1,1,1,1,0,0,0
56,18,97,2505,1,1,0,1,0,0,0
56,18,97,2045,1,1,0,1,0,0,1
56,18,97,3728,1,,0,1,0,0,1
56,19,97,2327,0,0,1,1,0,0,0
56,18,97,2321,1,0,1,1,0,0,0
56,19,97,2798,0,1,1,1,0,0,0
56,19,97,2798,0,0,1,1,0,0,0
56,18,97,2223,1,0,1,1,0,0,0
56,19,97,2419,0,0,0,1,0,0,0
56,19,97,3237,0,,0,1,0,0,0
56,18,97,2513,1,,1,1,0,0,0
56,18,97,3945,1,1,0,1,0,0,1
56,18,97,3164,1,1,0,1,0,0,1
56,18,97,2136,1,0,0,1,0,0,0
56,19,97,3252,0,1,1,1,0,0,1
56,19,97,2327,0,0,1,1,0,0,0
56,19,97,2321,0,,0,1,0,0,0
56,19,97,3128,0,,0,1,0,0,1
56,19,97,2321,0,,1,1,0,0,0
56,18,97,2183,1,1,0,1,0,0,0
56,18,97,2136,1,1,0,1,0,0,0
56,18,97,1969,1,,0,1,0,0,0
56,19,97,2383,0,1,1,1,0,0,1
56,19,97,2719,0,,0,1,0,0,0
56,19,97,2653,0,0,1,1,0,0,0
56,18,97,2418,1,,1,1,0,0,0
56,19,97,2913,0,,0,1,0,0,0
56,19,97,3055,0,,1,1,0,0,0
56,19,97,2213,0,1,0,1,0,0,0
56,19,97,2207,0,,0,1,0,0,0
56,18,97,2326,1,0,1,1,0,0,0
56,19,97,2774,0,0,1,1,0,0,0
56,19,97,2321,0,,1,1,0,0,0
56,18,97,2183,1,1,1,1,0,0,0
56,19,97,2453,0,,1,1,0,0,0
56,18,97,2486,1,1,0,1,0,0,1
56,19,97,2570,0,,0,1,0,0,0
56,18,97,1885,1,1,1,1,0,0,0
56,18,97,1969,1,0,1,1,0,0,0
56,19,97,2553,0,0,0,1,0,0,0
56,18,97,2806,1,,0,1,0,0,1
56,18,97,3028,1,1,1,1,0,0,0
56,18,97,2542,1,0,1,1,0,0,0
56,19,97,4147,0,,0,1,0,0,1
56,19,97,2471,0,,0,1,0,0,0
56,19,97,2125,0,0,1,1,0,0,0
56,18,97,2210,1,1,0,1,0,0,0
56,19,97,2951,0,,0,1,0,0,1
56,18,97,2379,1,1,0,1,0,0,0
56,18,97,2728,1,1,1,1,0,0,0
56,19,97,2517,0,1,1,1,0,0,0
56,19,97,2361,0,0,0,1,0,0,0
56,19,97,2360,0,,1,1,0,0,0
56,19,97,4267,0,1,1,1,0,0,1
56,19,97,2818,0,1,0,1,0,0,0
56,19,97,2939,0,1,0,1,0,0,0
56,19,97,2321,0,,1,1,0,0,0
56,19,97,2122,0,,0,1,0,0,0
56,18,97,2418,1,,0,1,0,0,0
56,18,97,5694,1,1,0,1,0,0,0
56,19,97,2751,0,0,1,1,0,0,0
56,18,97,2478,1,1,1,1,0,0,0
56,18,97,2205,1,1,1,1,0,0,1
56,18,97,2032,1,0,1,1,0,0,0
56,19,97,2787,0,1,0,1,0,0,0
56,18,97,2032,1,0,0,1,0,0,0
56,18,97,2223,1,0,1,1,0,0,0
56,18,97,2032,1,0,1,1,0,0,0
57,18,89,2278,1,1,0,0,0,0,1
57,19,89,1275,0,1,1,0,0,0,0
57,18,89,2366,1,1,0,0,0,0,1
57,19,89,2245,0,0,0,0,0,0,0
57,18,89,1685,1,,1,0,0,0,0
57,18,89,1336,1,1,1,0,0,0,1
57,18,89,1887,1,1,0,0,0,0,0
57,19,89,1398,0,0,1,0,0,0,0
57,19,89,1244,0,1,0,0,0,0,1
